,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Actor
25,-191.24582,104.529755,-14.160427,33.779198,0.06700359,13.009681,-8.56893,10.617941,-10.72252,8.08022,-8.797428,8.009573,-6.701273,1.609628,-8.847832,-0.5502007,-7.7527375,0.87612605,-6.445451,-2.815381,-6.0502305,1.7248794,-2.067459,1.3426932,-3.116483,-0.19450127,-1.5070418,0.19351652,-2.2346318,0.66366684,0.5760062,-1.7531412,-2.6838274,0.2628439,-1.1613861,-2.004492,-0.8535872,-0.8837989,-1.3150676,-1.3316293,Ajith
26,-471.3352,125.17615,5.723427,28.275177,-4.8199167,4.4019575,-5.3591914,2.3250833,-7.476994,5.245823,-11.282555,7.331794,-17.572514,9.479295,-12.240921,5.027968,-11.209048,6.1400943,-11.076539,5.189788,-13.746389,5.01344,-1.3059064,3.7849562,-0.023858769,2.2464597,-6.514626,-1.950099,-3.9441757,-1.1031166,-2.7983296,2.0886283,-5.544849,0.5846359,-0.32740942,3.5494878,-3.6186938,-0.02983175,-3.2826724,-1.8753741,Ajith
27,-339.06534,115.41165,8.386256,31.296637,8.541497,4.4346175,3.5492399,4.933288,-9.091631,9.988793,-8.68899,8.146571,-10.427895,-2.5319023,-4.7663193,3.7143517,-6.1007557,0.99125236,-3.5538566,1.3577778,-10.779862,-0.15959136,-6.8044143,-1.3801843,1.6230676,-2.16604,-3.322457,-2.70321,1.9381983,0.6472314,-1.9582711,-3.7750812,-3.0333054,-2.4430773,0.43157357,-0.38396838,-4.1103034,-3.709558,-3.5503933,-4.464924,Ajith
28,-326.06833,120.88631,5.1859875,24.312685,6.8304996,5.381581,0.5056448,4.3743696,-9.483524,8.168709,-8.235714,5.2460732,-9.401643,-0.8371329,-5.077777,3.18933,-8.73444,1.0973946,-3.9123747,-0.797392,-7.9894714,0.056889996,-4.5442095,0.2369038,0.64024025,-0.98961985,-1.1594793,-2.641567,-1.669284,-2.8104339,-1.1086688,-2.369078,-5.333726,-2.6233606,-0.33019233,-2.9896462,-2.6376984,-3.733015,-2.4628437,-2.8065977,Ajith
29,-230.76128,107.35008,-6.1642513,37.236336,4.8771696,2.675861,-4.677095,6.724175,-11.145076,11.159446,-7.2336307,12.903071,-10.14006,2.6339078,-9.77417,0.19121796,-2.7344475,4.3206677,-2.2639182,1.9494613,-12.94967,3.019136,4.997255,7.3163166,1.0966403,-2.2968554,-7.8748126,-5.034277,-2.82072,0.2611366,2.5620685,-1.5514022,-6.2023807,-2.0500655,-1.4337072,0.015199994,1.214213,-2.1151726,-3.92552,-2.819867,Ajith
30,-308.3844,129.37877,-2.8236125,36.98166,9.509521,12.483354,6.496192,8.224004,-7.2865853,12.832598,-4.2324624,11.013413,-5.8382564,1.314953,-2.7987561,0.6593904,-2.5783145,4.298749,0.44348714,-0.12033192,-5.4175715,-0.4247106,-2.7966092,1.003365,-4.6734734,-2.7198021,0.793957,-1.1997375,-6.1951175,-1.238185,3.0881803,-9.079959,-4.6107807,1.5730575,-1.6752714,-2.2066457,2.8077145,-2.5555866,-3.0864456,2.176288,Ajith
31,-299.74292,121.05513,4.60563,32.261017,9.879632,13.382124,7.140418,7.2842455,-6.5269513,11.964992,-6.3432198,14.951507,-5.838327,1.1802199,2.1947289,0.8589432,-4.5955544,4.6085553,-2.3616178,0.2859229,-5.8843193,2.9985468,-5.1266885,-0.64959055,-2.7099361,-0.20797853,-1.4174428,-2.0016165,-0.6846725,-2.3957765,-1.4681451,-2.561402,-0.60318667,-1.1242164,-2.0850601,-1.3117582,-0.14589602,-1.7329979,-0.58857375,-1.1927826,Ajith
32,-319.49826,123.051414,5.97723,31.974215,16.996954,13.50722,-0.038371153,5.010873,-5.994913,11.228048,-6.715181,14.336849,-2.984032,-1.2208539,2.7334406,1.3757304,-5.830054,5.0297318,-4.0934277,2.1455677,-5.754668,3.6681006,-6.195031,-0.2601957,-2.5008135,-2.3418903,-1.0443015,-4.7870393,-1.0189,-3.3170726,-2.002927,-1.5805004,-1.1025596,-0.421835,-1.5591908,-2.0539982,-1.5371727,-4.2131763,-0.50327307,-1.6356319,Ajith
33,-250.46654,116.992386,-6.163367,40.32817,11.888538,17.819925,4.0015736,12.1561165,-12.510272,16.830994,-15.916272,10.541303,-8.9335,-5.7463455,2.676487,7.0156364,-3.019376,4.0596347,-3.057684,-1.1392891,-7.19746,3.923491,-4.156726,-0.34105033,-6.431352,-3.0324783,0.2662097,-2.861434,-5.59711,-5.8760552,0.3184164,2.8659759,-0.6455239,-4.443046,-4.934058,-4.5221157,-3.1349099,-2.3346336,1.7736373,-2.116869,Ajith
34,-300.9883,134.64497,-0.48962593,36.3618,16.581644,13.843565,-1.9723169,9.280208,-3.5939004,18.396553,-6.828924,7.635356,-7.042277,1.2397084,-2.4180129,5.4310026,-2.4879146,5.112721,-1.3405268,1.3076353,-9.305811,-3.9267535,-3.6679723,4.8275948,-0.4033687,-2.423823,-6.2672915,-8.863908,0.60809445,3.6589885,2.9439342,-1.2981745,-4.466098,-5.00603,-4.556789,-2.066096,4.902858,-2.8959615,-6.87098,-3.4598224,Ajith
35,-270.07498,137.56584,-7.2244115,28.246881,7.548671,5.864868,9.765073,3.0082502,-15.184025,6.4658704,-18.916601,16.965183,-9.1390705,-5.609886,-1.0385435,0.23336145,-10.489128,2.6017587,-5.608019,-2.5526173,-8.906463,0.07330309,-9.612953,0.3258819,-7.361123,-2.66393,-3.7462122,-5.770752,-0.76008767,-2.4175189,-2.2071817,-0.7541126,-1.1751376,-0.59317553,-2.678821,-3.6005454,-0.20662655,-3.768101,-1.2287544,-2.7595155,Ajith
36,-264.94202,142.2938,-20.456924,38.256107,5.3156037,6.148634,4.873936,-8.441649,-3.8875644,7.725767,-23.206392,11.268867,-10.758131,-3.5961788,-1.6775724,-5.7895,-7.431898,-0.40348548,-4.0907764,-5.877061,-6.7379956,-3.6729484,-8.5178175,-0.26339984,-10.292029,-1.9686155,-5.215246,-1.1383761,-3.9586656,-0.62063146,-2.4656518,-1.7636886,-2.4873946,-1.7872751,-2.0490594,-2.6511133,-0.95191246,-4.399326,-1.3877938,-3.6407871,Ajith
37,-329.66293,130.39339,17.952744,30.978941,17.015238,14.574279,-1.3058999,5.238078,-4.866411,10.755559,-4.805385,4.988581,-8.640086,3.2582355,-2.1761003,1.892382,-1.7433805,-0.26261774,-1.5838408,2.7479093,-5.5080843,-4.655526,-6.47945,0.91493285,-0.8308922,-1.2427964,-1.3061824,-1.0959705,0.17752473,1.2666265,1.1759657,0.76264673,-4.632042,-9.162495,-6.5350156,0.18291238,0.24809277,-3.801191,-3.0645242,-2.5292847,Ajith
38,-336.8116,91.42657,16.311918,35.26901,4.2725344,16.474628,-0.54326695,11.19591,-6.9063573,10.31753,-11.152493,8.711813,-9.89235,4.401229,-5.6518335,0.51691604,-6.516682,1.4672244,-6.3141007,-0.5323867,-6.975415,0.9928176,-5.18588,1.3448018,-3.5063622,-0.5367378,-3.3878927,-1.4355447,-1.754154,1.1426092,-0.6831747,1.0560037,-0.36131364,0.16961773,-0.23590173,-0.6343374,0.17760457,-0.8352084,-0.13466741,-0.65852964,Ajith
39,-305.76453,101.07211,9.578493,24.624725,-0.82726175,10.891231,-2.7158659,19.692593,-3.326846,17.325233,-10.573112,1.6487628,-18.261827,1.3474729,-4.715975,6.579902,-2.374174,7.100295,-1.1869047,-5.6122904,-15.632258,2.6190495,-4.8622627,-0.041352507,0.05316235,0.83412397,-4.8418436,-3.6576037,-3.636426,-2.9714684,-3.0202355,1.9645839,-0.919597,-2.3657176,-1.3645006,-2.0066767,-3.2475848,-3.4438417,1.1381149,-1.585801,Ajith
40,-266.80008,123.33525,8.577923,33.11341,4.8531685,6.7221704,-4.2596817,12.606647,-6.212862,14.085919,-15.58241,6.5314302,-12.472954,2.8654761,-3.8134906,4.990961,-2.784383,0.76618314,-6.255117,-1.1221852,-10.9593525,3.810122,-4.668694,-3.744956,-9.151575,-0.46533924,-1.733494,-0.78146136,-5.1243415,-8.520472,-3.666229,5.7751336,-1.7177899,-0.96918786,-5.6889524,-7.485109,-4.6687875,-2.953011,-0.93489456,-3.0816383,Ajith
41,-356.22827,113.05141,15.664702,43.78637,9.363808,15.804748,-2.1898828,8.496457,-10.644966,8.931142,-8.637115,4.102421,-8.972871,5.2337966,-1.5780566,7.370736,0.6588528,5.333537,-5.629363,-4.434164,-5.0728216,1.457214,-3.7118602,0.04892445,-2.4346373,-1.3458216,-2.0488706,-2.8900578,-0.52850753,0.38125986,2.2370608,-1.7044426,-6.2583385,-5.327096,-5.584731,-4.3350496,-4.828797,-9.014281,-7.2197704,-5.437499,Ajith
42,-301.28976,137.8419,7.118759,33.89602,10.525056,8.84686,0.36797827,9.590299,-10.744391,10.300974,-12.834525,8.485236,-4.662767,-0.7328079,-0.7502164,1.72692,-1.5779372,0.12763101,-3.3301544,-2.0908751,-8.567605,-0.7499649,-6.0436916,0.872628,-4.451354,-3.7242296,1.1194705,-5.9945083,-1.9777206,-3.433557,-3.0688913,-2.848262,-3.6493049,-4.8574924,-4.1209764,-3.557318,-2.2771082,-4.8175187,-4.439667,-5.486484,Ajith
43,-381.9298,121.8673,11.373798,24.093945,1.7776377,4.239362,1.5390965,11.523348,-1.7140727,7.913574,-4.6274695,3.747148,-1.2704877,-3.798311,-1.4855444,3.779166,-0.47662228,-1.9344748,-4.3563232,-4.647175,-3.698188,-0.41306514,1.8168246,1.8579742,-1.1996332,-1.2192506,0.47173783,-5.692818,-7.6406846,-6.0856395,0.10086811,3.4984677,-0.10808423,-5.2551465,-2.490229,-2.1297178,-1.9709513,-2.2248006,-0.5124903,-1.6529562,Ajith
44,-279.92303,129.53691,7.7510786,30.795942,2.7018297,8.249927,4.3796573,12.59639,-11.793122,11.205929,-10.908598,9.390048,-7.000115,-2.5589623,-4.451394,0.83291715,-5.1292124,1.6128099,-3.8144426,-3.2529113,-8.896134,-3.711126,-5.681586,0.40953004,-2.091671,-3.4733036,-6.2195377,-8.343522,-1.1126292,-1.1095293,-1.0569693,-0.84512126,-2.4885113,-5.7592907,-3.38638,-1.2217251,-0.097781055,-5.230348,-2.9163423,-1.7109615,Ajith
45,-283.61343,122.82411,5.4540663,37.20952,8.032949,11.434683,-0.3845921,9.64708,-10.915173,8.640717,-9.371317,8.131569,-3.055824,1.989526,-6.7667303,-0.88841504,-8.07336,1.6164296,-4.2659125,-2.6045308,-5.129216,-2.0000982,-10.087826,-2.6861072,-1.7287264,-4.6187525,-4.5050573,-2.4461143,-2.5854626,-4.5988536,-0.7317853,0.199434,-0.8256199,-5.115568,-4.498117,-0.5040217,-0.691189,-1.6798779,1.0755682,0.6465761,Ajith
46,-322.13943,136.18329,4.7951365,30.467953,4.92371,10.754949,2.3129816,10.259884,-9.414992,8.10665,-11.415905,11.584193,-1.6158645,3.0198886,-0.796302,-2.0234354,-10.780266,0.27189496,-3.6061292,-3.965027,-11.76349,-4.767725,-3.1796489,-0.27896464,-6.4589243,-5.330109,-2.9032042,-4.9087577,-3.651441,1.1419541,5.3472657,-3.272675,-5.758193,-2.1532197,-4.2704153,-1.1187714,7.0963383,-4.4638786,-7.1966515,1.2078718,Ajith
47,-308.51074,128.30258,6.726666,31.87764,1.53813,16.88126,-6.826348,7.9046445,-13.007392,3.5430493,-11.495633,11.018448,-1.5641195,8.86146,-1.8185201,0.14958015,-13.166714,-2.2248852,-2.9510074,1.3088025,-7.9886765,-8.267975,-9.575088,0.806604,-3.4783914,-0.2318482,-0.12945761,-3.0513353,-4.443395,-11.121736,-12.490945,-1.3236004,2.2248986,-4.975107,-3.3855,-0.23500033,-3.5222993,-3.7345197,6.7099476,3.3202033,Ajith
48,-301.35995,122.59287,9.663006,34.847294,9.281977,12.201512,-1.6478393,8.96506,-8.184617,6.0569825,-11.494201,5.8338037,-1.319993,0.6487372,-5.2524776,-2.14181,-7.6976457,0.2577662,-3.6683757,-4.296095,-10.053313,-4.3859725,-2.857601,0.6910349,-1.3810184,-3.7426553,-4.858564,-5.251777,-1.2298532,0.51225823,0.2865577,-5.3929443,-4.350536,-2.4796588,-5.1526113,-5.421241,-0.21857484,-2.871859,-2.462758,1.0328195,Ajith
49,-277.38046,120.79122,1.581901,35.78296,10.638314,12.900262,1.1842214,9.320253,-7.441159,13.471209,-9.36013,7.562398,-9.409201,-0.7448137,-5.8076615,1.4280456,-4.6736546,-0.17041427,-5.573721,-3.0602891,-5.863195,3.615653,-7.044067,-5.319264,-1.2765117,0.3137564,-2.7869205,-3.2573116,-4.0414686,-11.474828,-2.3155687,2.0461037,-3.7004378,-4.0922794,-5.6890683,-3.8158512,2.3518963,-1.8378783,-2.447459,-0.4805382,Ajith
50,-294.15784,133.21487,12.246377,30.131937,7.9640284,2.9445512,1.1853712,12.359184,-9.212534,14.466289,-10.117532,9.466393,-12.690579,-0.28959137,-4.281613,2.5006635,-7.0428653,2.0282264,-2.4314241,-2.745084,-6.535183,0.63181376,-7.9847283,-2.187655,-7.208304,-3.2853308,-5.4927154,-6.573999,-1.6349952,-3.9375322,-0.08790833,0.42010197,-1.7632093,-2.5227616,-4.812341,-3.9805233,-2.0302172,-2.506552,-1.7185473,-1.623441,Ajith
51,-368.67087,115.31266,18.788822,22.548159,5.783225,5.2844577,-5.9349008,9.051301,-8.720126,8.209008,-8.215867,6.3283415,-5.868652,2.6124656,-2.932661,0.6607278,-7.2117243,-1.3401922,-6.457286,-4.7169976,-4.470915,4.824549,1.2353948,4.6403356,0.82830256,-0.78095335,-2.5647683,-7.045397,-5.173098,-3.758888,-2.9581332,-4.4128942,-3.0766077,0.16925944,3.4979708,2.981119,1.7676262,0.032185763,-0.721781,-2.737583,Ajith
52,-353.06595,118.560585,13.89382,24.672245,7.62902,2.498156,0.518884,11.659859,-6.801101,9.599646,-8.955025,4.7067223,-5.6034813,-2.662631,0.7808133,2.3092525,-4.7464647,0.78505784,-4.463195,-5.1410794,-7.042965,-1.7135767,-3.5702212,0.21651693,0.7034898,-0.2990142,-2.2794573,-2.9779367,-1.7114142,-3.1766398,-3.7758508,-5.7422237,-3.1970239,-0.91897476,-0.69454145,-0.92001283,0.26076922,-0.30591977,-1.2825862,-2.6764543,Ajith
53,-316.63712,109.31842,10.352882,26.56648,5.922534,13.333449,1.8106767,9.552842,-9.087697,11.996588,-9.048029,10.820219,-7.705993,-1.9471955,-1.0676092,2.4617398,-5.374468,0.41458288,-4.593076,-0.87963086,-2.8996987,2.0244205,-7.0894527,-4.9531665,-5.405349,-1.357211,-1.2108094,-4.0341144,-3.3984225,-5.317394,0.9781266,3.826688,-0.50030583,-3.0868902,-6.194831,-4.9248176,-0.066880435,-0.069942094,-1.7002342,-6.9851017,Ajith
